1,8,2
2,10,3
3,8,4
4,8,3
5,9,1
6,12,5
7,12,5
8,12,5
9,12,3
10,13,2
11,9,4
12,8,1
13,1,2
14,1,5
15,1,5
16,1,4
17,1,2
18,1,1
19,1,1
20,1,4
21,1,5
22,1,5
23,1,1
24,1,5
25,1,4
26,1,4
27,1,1
28,1,1
29,1,2
30,1,4
31,1,4
32,1,5
33,1,2
34,1,2
35,1,5
36,1,1
37,1,5
38,1,5
39,1,5
40,1,4
41,1,4
42,1,5
43,1,1
44,1,4
45,1,5
46,1,4
47,1,5
48,1,4
49,1,1
50,1,1
51,1,2
52,1,2
53,1,1
54,1,5
55,1,3
56,1,4
57,1,2
58,1,5
59,1,2
60,1,4
61,1,1
62,1,5
63,1,3
64,1,1
65,1,2
66,1,3
67,1,1
68,1,5
69,1,1
70,1,3
71,1,1
72,1,4
73,1,4
74,1,2
75,1,5
76,1,4
77,1,4
78,1,1
79,1,3
80,1,5
81,1,3
82,1,3
83,1,5
84,1,2
85,1,3
86,1,2
87,1,2
88,1,2
89,1,3
90,1,3
91,1,4
92,1,5
93,1,4
94,1,3
95,1,1
96,1,2
1,2,3
2,2,3
3,2,5
4,2,4
5,2,2
6,2,3
7,2,2
8,2,5
9,2,1
10,2,4
11,2,5
12,2,3
13,2,5
14,2,2
15,2,1
16,2,5
17,2,5
18,2,3
19,2,3
20,2,3
21,2,3
22,2,5
23,2,5
24,2,2
25,2,1
26,2,4
27,2,1
28,2,3
29,2,4
30,2,4
31,2,4
32,2,2
33,2,3
34,2,4
35,2,1
36,2,3
37,2,1
38,2,4
39,2,2
40,2,5
41,2,5
42,2,1
43,2,1
44,2,2
45,2,5
46,2,1
47,2,5
48,2,2
49,2,3
50,2,1
51,2,2
52,2,5
53,2,3
54,2,1
55,2,4
56,2,2
57,2,4
58,2,3
59,2,3
60,2,1
61,2,4
62,2,3
63,2,4
64,2,3
65,2,4
66,2,3
67,2,5
68,2,1
69,2,2
70,2,5
71,2,5
72,2,4
73,2,2
74,2,5
75,2,1
76,2,5
77,2,2
78,2,3
79,2,1
80,2,1
81,2,4
82,2,5
83,2,3
84,2,5
85,2,4
86,2,5
87,2,5
88,2,2
89,2,3
90,2,4
91,2,4
92,2,3
93,2,5
94,2,2
95,2,4
96,2,2
1,3,5
2,3,2
3,3,4
4,3,4
5,3,2
6,3,4
7,3,3
8,3,2
9,3,5
10,3,3
11,3,1
12,3,1
13,3,4
14,3,1
15,3,4
16,3,1
17,3,1
18,3,3
19,3,2
20,3,3
21,3,2
22,3,4
23,3,1
24,3,3
25,3,2
26,3,2
27,3,5
28,3,4
29,3,3
30,3,2
31,3,1
32,3,3
33,3,1
34,3,3
